Site ID,Project Name,Category,Primary Buyer,Target Org Type,Current URL,Vercel Path,GitHub Folder,Demo Status,Branding Status,AI Logic Status,Lead Quality,Priority,Owner,Assigned Agent,Next Action,Last Iteration Date,Notes
27,Rental Availability,Home & Property,Ashtabula Area Chamber of Commerce,Housing,https://new-ashtabula-initiative.vercel.app/rental/,/rental/,websites/rental-availability/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add listing import & landlord onboarding; fix layout;,Housing portal
28,Adaptive Reuse Planner,Home & Property,Ashtabula Area Chamber of Commerce,Planners/Developers,https://new-ashtabula-initiative.vercel.app/adaptive-reuse/,/adaptive-reuse/,websites/adaptive-reuse-planner/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add sample reuse case & cost estimator;,Historic building reuse
29,Engineer's Assistant,Home & Property,Ashtabula Area Chamber of Commerce,Engineers,https://new-ashtabula-initiative.vercel.app/engineers/,/engineers/,websites/engineers-assistant/,Needs Triage,Targeted,Stub,Unknown,High,Michael A. Vega,,Add sample document Q&A & demo for city engineers;,Engineering document AI
30,Local Grocer Go,Local Services,Ashtabula Area Chamber of Commerce,Grocers,https://new-ashtabula-initiative.vercel.app/grocer/,/grocer/,websites/local-grocer-go/,Needs Triage,Targeted,Stub,Unknown,High,Michael A. Vega,,Add merchant onboarding & demo order flow; test payments;,Local food marketplace
31,Curbside Pickup Tracker,Local Services,Ashtabula Area Chamber of Commerce,Restaurants,https://new-ashtabula-initiative.vercel.app/curbside/,/curbside/,websites/curbside-pickup-tracker/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add order integration & SMS flow;,Order coordination
32,Farm Stand Finder,Local Services,Ashtabula Area Chamber of Commerce,Farmers,https://new-ashtabula-initiative.vercel.app/farm-stand/,/farm-stand/,websites/farm-stand-finder/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add local farm data & opt-in; fix layout;,Local farm locator
33,Mobile Notary,Local Services,Ashtabula Area Chamber of Commerce,Notaries,https://new-ashtabula-initiative.vercel.app/notary/,/notary/,websites/mobile-notary/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add booking flow & ID verification notes;,Notary booking service
34,Auto Detail Booking,Local Services,Ashtabula Area Chamber of Commerce,Auto detailers,https://new-ashtabula-initiative.vercel.app/auto-detail/,/auto-detail/,websites/auto-detail-booking/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add scheduling & payments; brand for local shops;,Detailing scheduler
35,Truck Wash Booking,Local Services,Ashtabula Area Chamber of Commerce,Fleet services,https://new-ashtabula-initiative.vercel.app/truck-wash/,/truck-wash/,websites/truck-wash-booking/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add fleet pricing and scheduling;,Fleet wash scheduling
36,Service Scheduler,Local Services,Ashtabula Area Chamber of Commerce,Service businesses,https://new-ashtabula-initiative.vercel.app/scheduler/,/scheduler/,websites/service-scheduler/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add provider onboarding & calendar sync;,Appointment booking
37,Service Scheduler SMS,Local Services,Ashtabula Area Chamber of Commerce,Service businesses,https://new-ashtabula-initiative.vercel.app/scheduler-sms/,/scheduler-sms/,websites/service-scheduler-sms/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Test SMS UX & opt-in flow;,SMS-based scheduling
38,Insta Book,Local Services,Ashtabula Area Chamber of Commerce,SMBs,https://new-ashtabula-initiative.vercel.app/insta-book/,/insta-book/,websites/insta-book/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Fix left alignment & branding; test booking flows;,Instant booking system
39,Insta Book Stripe,Local Services,Ashtabula Area Chamber of Commerce,SMBs,https://new-ashtabula-initiative.vercel.app/insta-book-stripe/,/insta-book-stripe/,websites/insta-book-stripe/,Needs Triage,Generic,Stub,Unknown,High,Michael A. Vega,,Verify payment flows & create demo merchant account;,Payment-integrated booking
40,Virtual Concierge,Local Services,Ashtabula Area Chamber of Commerce,Visitor services,https://new-ashtabula-initiative.vercel.app/concierge/,/concierge/,websites/virtual-concierge/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add visitor FAQs & lead capture; mobile UX fix;,Visitor assistance
41,Visitor Parking Finder,Local Services,Ashtabula Area Chamber of Commerce,Visitors,https://new-ashtabula-initiative.vercel.app/parking/,/parking/,websites/visitor-parking-finder/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add downtown parking data & sponsor CTA;,Downtown parking guide
42,MyTrip Planner,Transportation & Logistics,Ashtabula County,Travelers,https://new-ashtabula-initiative.vercel.app/mytrip/,/mytrip/,websites/mytrip-planner/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add itinerary export & local POIs;,Trip itinerary builder
43,MyTrip Export,Transportation & Logistics,Ashtabula County,Travelers,https://new-ashtabula-initiative.vercel.app/mytrip-export/,/mytrip-export/,websites/mytrip-planner-export/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Ensure export formats & API;,Trip plan export
44,Route Optimizer,Transportation & Logistics,Ashtabula County,Logistics,https://new-ashtabula-initiative.vercel.app/routes/,/routes/,websites/route-optimizer/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add sample route data & demo scenario;,Delivery route planning
45,Ride Ready,Transportation & Logistics,Ashtabula County,Transport access,https://new-ashtabula-initiative.vercel.app/ride-ready/,/ride-ready/,websites/ride-ready/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add transit options & accessibility data;,Transportation access
46,Charter Booking,Transportation & Logistics,Ashtabula County,Charter Operators,https://new-ashtabula-initiative.vercel.app/charter/,/charter/,websites/charter-booking/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Create pilot with one charter operator; booking demo;,Charter service portal
47,Marina Slip Waitlist,Transportation & Logistics,Ashtabula County,Marinas,https://new-ashtabula-initiative.vercel.app/marina/,/marina/,websites/marina-slip-waitlist/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add slip waitlist flow & sponsor CTA;,Marina management
48,Compassionate Planner,Health & Social Services,Lakeland SBDC + Ashtabula County,Residents,https://new-ashtabula-initiative.vercel.app/compassionate/,/compassionate/,websites/compassionate-planner/,Needs Triage,Generic,Stub,Unknown,High,Michael A. Vega,,Add legal/financial checklist & privacy docs;,End-of-life planning
49,AidFlow Navigator,Health & Social Services,Lakeland SBDC + Ashtabula County,Social services,https://new-ashtabula-initiative.vercel.app/aidflow/,/aidflow/,websites/aidflow-navigator/,Needs Triage,Generic,Stub,Unknown,High,Michael A. Vega,,Add benefit sources & secure form handling;,Benefits navigation
50,Resource Compass,Health & Social Services,Lakeland SBDC + Ashtabula County,Nonprofits/Residents,https://new-ashtabula-initiative.vercel.app/resource/,/resource/,websites/resource-compass/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add directory data & verify contact info;,Resource directory
51,Resource Compass Pro,Health & Social Services,Lakeland SBDC + Ashtabula County,Nonprofits,https://new-ashtabula-initiative.vercel.app/resource-pro/,/resource-pro/,websites/resource-compass-pro/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add advanced matching & export;,Advanced resource matching
52,Policy Pal,Health & Social Services,Lakeland SBDC + Ashtabula County,Residents/Journalists,https://new-ashtabula-initiative.vercel.app/policy-pal/,/policy-pal/,websites/policy-pal/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add city council tracker dataset & sources;,Insurance guidance
53,Boat Storage Waitlist,Health & Social Services,Lakeland SBDC + Ashtabula County,Marina Operators,https://new-ashtabula-initiative.vercel.app/boat-storage/,/boat-storage/,websites/boat-storage-waitlist/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add boat storage scheduling & opt-in;,Storage management
54,Harvest Alert,Health & Social Services,Lakeland SBDC + Ashtabula County,Farmers,https://new-ashtabula-initiative.vercel.app/harvest/,/harvest/,websites/harvest-alert/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add SMS alert opt-in & sample farm data;,Agricultural alerts
55,AI Docent,Arts & Culture,Ashtabula County,Museums,https://new-ashtabula-initiative.vercel.app/ai-docent/,/ai-docent/,websites/ai-docent/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Ingest collection sample & demo Q&A;,Museum guide AI
56,AI Docent Pro,Arts & Culture,Ashtabula County,Museums,https://new-ashtabula-initiative.vercel.app/ai-docent-pro/,/ai-docent-pro/,websites/ai-docent-pro/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add advanced tour features & analytics;,Advanced museum AI
57,Artist Commission Form,Arts & Culture,Ashtabula County,Artists,https://new-ashtabula-initiative.vercel.app/artist-commission/,/artist-commission/,websites/artist-commission-form/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add sample artist profiles & gallery upload;,Commission system
58,Pocket Historian,Arts & Culture,Ashtabula County,Residents/Visitors,https://new-ashtabula-initiative.vercel.app/historian/,/historian/,websites/pocket-historian/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add local history dataset & sample Q&A;,Local history guide
59,Pocket Historian Pro,Arts & Culture,Ashtabula County,Historical Societies,https://new-ashtabula-initiative.vercel.app/historian-pro/,/historian-pro/,websites/pocket-historian-pro/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add archive ingestion & admin tools;,History archives
60,Pocket Sommelier,Arts & Culture,Ashtabula County,Visitors/Wineries,https://new-ashtabula-initiative.vercel.app/sommelier/,/sommelier/,websites/pocket-sommelier/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add winery dataset & pairing demos;,Wine pairing guide
61,Pocket Sommelier Pro,Arts & Culture,Ashtabula County,Winery/Tourism,https://new-ashtabula-initiative.vercel.app/sommelier-pro/,/sommelier-pro/,websites/pocket-sommelier-pro/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add premium winery content & partner program;,Advanced wine AI
62,GOTL Weekend Planner,Events & Community,Ashtabula County + Chamber of Commerce,Tourism,https://new-ashtabula-initiative.vercel.app/gotl/,/gotl/,websites/gotl-weekend-planner/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add local events dataset & mobile UX;,Geneva-on-the-Lake planner
63,Harbor Cam Dashboard,Events & Community,Ashtabula County + Chamber of Commerce,Maritime/Tourism,https://new-ashtabula-initiative.vercel.app/harbor/,/harbor/,websites/harbor-cam-dashboard/,Needs Triage,Targeted,Stub,Unknown,High,Michael A. Vega,,Validate live cam feed & mobile view; add sponsor CTA;,Live harbor conditions
64,Pet Matchmaker,Events & Community,Ashtabula County + Chamber of Commerce,Animal shelter,https://new-ashtabula-initiative.vercel.app/pet-match/,/pet-match/,websites/pet-matchmaker/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Ingest shelter pet listings & test AI match;,Pet adoption matching
65,Visual Portfolio,Events & Community,Ashtabula County + Chamber of Commerce,Arts,https://new-ashtabula-initiative.vercel.app/portfolio/,/portfolio/,websites/visual-portfolio/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add sample assets & narrative; fix left align;,Portfolio showcase
66,Volunteer Scheduler,Events & Community,Ashtabula County + Chamber of Commerce,Nonprofits,https://new-ashtabula-initiative.vercel.app/volunteer/,/volunteer/,websites/volunteer-scheduler/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add volunteer shifts & signup flow;,Volunteer coordination
67,Wedding Lead Form,Events & Community,Ashtabula County + Chamber of Commerce,Wedding Vendors,https://new-ashtabula-initiative.vercel.app/wedding/,/wedding/,websites/wedding-lead-form/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add vendor connector & lead capture;,Wedding vendor connector
69,Ashtabula Fence,Additional Business,Local SMBs,SMB,https://new-ashtabula-initiative.vercel.app/ashtabula-fence/,/ashtabula-fence/,websites/ashtabula-fence/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Replace stock photos with local images; add 'Request quote' form;,Fence company site
70,Thomas Fence,Additional Business,Local SMBs,SMB,https://new-ashtabula-initiative.vercel.app/thomas-fence/,/thomas-fence/,websites/thomas-fence/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add local branding & contact info; request quote;,Thomas Fence site
71,Cut Custom,Additional Business,Local SMBs,Manufacturing,https://new-ashtabula-initiative.vercel.app/cut-custom/,/cut-custom/,websites/cut-custom/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add portfolio & sample quoting tool;,Custom cutting service
72,Rennick Market,Additional Business,Local SMBs,Retail,https://new-ashtabula-initiative.vercel.app/rennick-market/,/rennick-market/,websites/rennick-market/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add hours, products & local imagery;,Rennick Market site
73,Trumbull Locker,Additional Business,Local SMBs,Meat processor,https://new-ashtabula-initiative.vercel.app/trumbull-locker/,/trumbull-locker/,websites/trumbull-locker/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add product list & processing details;,Trumbull Locker site
74,Terra Vantage,Additional Business,Local SMBs,Consulting,https://new-ashtabula-initiative.vercel.app/terra-vantage/,/terra-vantage/,websites/terra-vantage/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add service descriptions & contact CTA;,Terra Vantage site
75,ParcelVisor,Additional Business,Local SMBs,Logistics,https://new-ashtabula-initiative.vercel.app/parcelvisor/,/parcelvisor/,websites/parcelvisor/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add tracking demo & sample data;,Parcel management
76,RoofQuote,Additional Business,Local SMBs,Roofing contractors,https://new-ashtabula-initiative.vercel.app/roofquote/,/roofquote/,websites/roofquote/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add quoting calculator & local photos;,Roofing quotes
77,Site Ops Pro,Additional Business,Local SMBs,Operations,https://new-ashtabula-initiative.vercel.app/site-ops-pro/,/site-ops-pro/,websites/site-ops-pro/,Needs Triage,Generic,Stub,Unknown,Medium,Michael A. Vega,,Add operations dashboard demo & docs;,Site operations
78,SBDC Business Counseling,Additional Business,Lakeland SBDC,SBDC,https://new-ashtabula-initiative.vercel.app/sbdc-business-counseling/,/sbdc-business-counseling/,websites/sbdc-business-counseling/,Needs Triage,Targeted,Stub,Unknown,High,Michael A. Vega,,Co-brand with SBDC and add 'Request counseling' CTA;,SBDC counseling
79,SBDC Business Planning,Additional Business,Lakeland SBDC,SBDC,https://new-ashtabula-initiative.vercel.app/sbdc-business-planning/,/sbdc-business-planning/,websites/sbdc-business-planning/,Needs Triage,Targeted,Stub,Unknown,High,Michael A. Vega,,Create co-branded learning pack & sample module;,SBDC business planning
80,SBDC Educational Resources,Additional Business,Lakeland SBDC,SBDC,https://new-ashtabula-initiative.vercel.app/sbdc-educational-resources/,/sbdc-educational-resources/,websites/sbdc-educational-resources/,Needs Triage,Targeted,Stub,Unknown,High,Michael A. Vega,,Create resource index & sample downloads;,Educational content
81,SBDC Learning Modules,Additional Business,Lakeland SBDC,SBDC,https://new-ashtabula-initiative.vercel.app/sbdc-learning-modules/,/sbdc-learning-modules/,websites/sbdc-learning-modules/,Needs Triage,Targeted,Stub,Unknown,High,Michael A. Vega,,Add 1 learning module & test progress tracking;,Learning platform
82,SBDC Support Tools,Additional Business,Lakeland SBDC,SBDC,https://new-ashtabula-initiative.vercel.app/sbdc-support-tools/,/sbdc-support-tools/,websites/sbdc-support-tools/,Needs Triage,Targeted,Stub,Unknown,High,Michael A. Vega,,Add admin tools & contact form;,Support resources
